,Variable,Year,Province,Value,Admin_Lvl,Region,Unit
2195,Subsistence Incidence among Population (%),1991,Nueva Ecija,,Province,Region III,%
2196,Subsistence Incidence among Population (%),2006,Nueva Ecija,9.1,Province,Region III,%
2197,Subsistence Incidence among Population (%),2009,Nueva Ecija,12.6,Province,Region III,%
2198,Subsistence Incidence among Population (%),2012,Nueva Ecija,7.8,Province,Region III,%
2199,Subsistence Incidence among Population (%),2015,Nueva Ecija,5.9,Province,Region III,%
2200,Magnitude of Subsistence Poor Population,1991,Nueva Ecija,,Province,Region III, people
2201,Magnitude of Subsistence Poor Population,2006,Nueva Ecija,160496.0,Province,Region III, people
2202,Magnitude of Subsistence Poor Population,2009,Nueva Ecija,236448.0,Province,Region III, people
2203,Magnitude of Subsistence Poor Population,2012,Nueva Ecija,150733.7,Province,Region III, people
2204,Magnitude of Subsistence Poor Population,2015,Nueva Ecija,142217.2,Province,Region III, people
2205,Annual Per Capita Poverty Threshold (in Pesos),1991,Nueva Vizcaya,,Province,Region II, PHP
2206,Annual Per Capita Poverty Threshold (in Pesos),2006,Nueva Vizcaya,13402.0,Province,Region II, PHP
2207,Annual Per Capita Poverty Threshold (in Pesos),2009,Nueva Vizcaya,16725.0,Province,Region II, PHP
2208,Annual Per Capita Poverty Threshold (in Pesos),2012,Nueva Vizcaya,18709.0,Province,Region II, PHP
2209,Annual Per Capita Poverty Threshold (in Pesos),2015,Nueva Vizcaya,22174.0,Province,Region II, PHP
2210,Poverty Incidence among Families (%),1991,Nueva Vizcaya,,Province,Region II,%
2211,Poverty Incidence among Families (%),2006,Nueva Vizcaya,11.0,Province,Region II,%
2212,Poverty Incidence among Families (%),2009,Nueva Vizcaya,10.0,Province,Region II,%
2213,Poverty Incidence among Families (%),2012,Nueva Vizcaya,15.1,Province,Region II,%
2214,Poverty Incidence among Families (%),2015,Nueva Vizcaya,9.1,Province,Region II,%
2215,Magnitude of Poor Families,1991,Nueva Vizcaya,,Province,Region II, families
2216,Magnitude of Poor Families,2006,Nueva Vizcaya,9576.0,Province,Region II, families
2217,Magnitude of Poor Families,2009,Nueva Vizcaya,9365.0,Province,Region II, families
2218,Magnitude of Poor Families,2012,Nueva Vizcaya,15297.0,Province,Region II, families
2219,Magnitude of Poor Families,2015,Nueva Vizcaya,8504.0,Province,Region II, families
2220,Poverty Incidence among Population (%),1991,Nueva Vizcaya,,Province,Region II,%
2221,Poverty Incidence among Population (%),2006,Nueva Vizcaya,15.0,Province,Region II,%
2222,Poverty Incidence among Population (%),2009,Nueva Vizcaya,13.3,Province,Region II,%
2223,Poverty Incidence among Population (%),2012,Nueva Vizcaya,20.7,Province,Region II,%
2224,Poverty Incidence among Population (%),2015,Nueva Vizcaya,13.6,Province,Region II,%
2225,Magnitude of Poor Population,1991,Nueva Vizcaya,,Province,Region II, people
2226,Magnitude of Poor Population,2006,Nueva Vizcaya,57577.0,Province,Region II, people
2227,Magnitude of Poor Population,2009,Nueva Vizcaya,55077.0,Province,Region II, people
2228,Magnitude of Poor Population,2012,Nueva Vizcaya,86968.0,Province,Region II, people
2229,Magnitude of Poor Population,2015,Nueva Vizcaya,51746.0,Province,Region II, people
2230,Subsistence Incidence among Population (%),1991,Nueva Vizcaya,,Province,Region II,%
2231,Subsistence Incidence among Population (%),2006,Nueva Vizcaya,5.1,Province,Region II,%
2232,Subsistence Incidence among Population (%),2009,Nueva Vizcaya,3.9,Province,Region II,%
2233,Subsistence Incidence among Population (%),2012,Nueva Vizcaya,9.9,Province,Region II,%
2234,Subsistence Incidence among Population (%),2015,Nueva Vizcaya,2.5,Province,Region II,%
2235,Magnitude of Subsistence Poor Population,1991,Nueva Vizcaya,,Province,Region II, people
2236,Magnitude of Subsistence Poor Population,2006,Nueva Vizcaya,19612.0,Province,Region II, people
2237,Magnitude of Subsistence Poor Population,2009,Nueva Vizcaya,16231.0,Province,Region II, people
2238,Magnitude of Subsistence Poor Population,2012,Nueva Vizcaya,41711.0,Province,Region II, people
2239,Magnitude of Subsistence Poor Population,2015,Nueva Vizcaya,9297.0,Province,Region II, people
2240,Annual Per Capita Poverty Threshold (in Pesos),1991,Occidental Mindoro,,Province,Region IV-B, PHP
2241,Annual Per Capita Poverty Threshold (in Pesos),2006,Occidental Mindoro,12725.0,Province,Region IV-B, PHP
2242,Annual Per Capita Poverty Threshold (in Pesos),2009,Occidental Mindoro,15937.0,Province,Region IV-B, PHP
2243,Annual Per Capita Poverty Threshold (in Pesos),2012,Occidental Mindoro,17412.0,Province,Region IV-B, PHP
2244,Annual Per Capita Poverty Threshold (in Pesos),2015,Occidental Mindoro,19994.0,Province,Region IV-B, PHP
2245,Poverty Incidence among Families (%),1991,Occidental Mindoro,,Province,Region IV-B,%
2246,Poverty Incidence among Families (%),2006,Occidental Mindoro,33.5,Province,Region IV-B,%
2247,Poverty Incidence among Families (%),2009,Occidental Mindoro,25.0,Province,Region IV-B,%
2248,Poverty Incidence among Families (%),2012,Occidental Mindoro,29.8,Province,Region IV-B,%
2249,Poverty Incidence among Families (%),2015,Occidental Mindoro,30.0,Province,Region IV-B,%
2250,Magnitude of Poor Families,1991,Occidental Mindoro,,Province,Region IV-B, families
2251,Magnitude of Poor Families,2006,Occidental Mindoro,30084.0,Province,Region IV-B, families
2252,Magnitude of Poor Families,2009,Occidental Mindoro,24203.0,Province,Region IV-B, families
2253,Magnitude of Poor Families,2012,Occidental Mindoro,31070.0,Province,Region IV-B, families
2254,Magnitude of Poor Families,2015,Occidental Mindoro,31354.0,Province,Region IV-B, families
2255,Poverty Incidence among Population (%),1991,Occidental Mindoro,,Province,Region IV-B,%
2256,Poverty Incidence among Population (%),2006,Occidental Mindoro,43.2,Province,Region IV-B,%
2257,Poverty Incidence among Population (%),2009,Occidental Mindoro,35.9,Province,Region IV-B,%
2258,Poverty Incidence among Population (%),2012,Occidental Mindoro,38.1,Province,Region IV-B,%
2259,Poverty Incidence among Population (%),2015,Occidental Mindoro,41.2,Province,Region IV-B,%
2260,Magnitude of Poor Population,1991,Occidental Mindoro,,Province,Region IV-B, people
2261,Magnitude of Poor Population,2006,Occidental Mindoro,186536.0,Province,Region IV-B, people
2262,Magnitude of Poor Population,2009,Occidental Mindoro,157180.0,Province,Region IV-B, people
2263,Magnitude of Poor Population,2012,Occidental Mindoro,181631.0,Province,Region IV-B, people
2264,Magnitude of Poor Population,2015,Occidental Mindoro,208435.0,Province,Region IV-B, people
2265,Subsistence Incidence among Population (%),1991,Occidental Mindoro,,Province,Region IV-B,%
2266,Subsistence Incidence among Population (%),2006,Occidental Mindoro,22.7,Province,Region IV-B,%
2267,Subsistence Incidence among Population (%),2009,Occidental Mindoro,13.9,Province,Region IV-B,%
2268,Subsistence Incidence among Population (%),2012,Occidental Mindoro,20.1,Province,Region IV-B,%
2269,Subsistence Incidence among Population (%),2015,Occidental Mindoro,23.0,Province,Region IV-B,%
2270,Magnitude of Subsistence Poor Population,1991,Occidental Mindoro,,Province,Region IV-B, people
2271,Magnitude of Subsistence Poor Population,2006,Occidental Mindoro,98055.0,Province,Region IV-B, people
2272,Magnitude of Subsistence Poor Population,2009,Occidental Mindoro,61065.0,Province,Region IV-B, people
2273,Magnitude of Subsistence Poor Population,2012,Occidental Mindoro,95953.0,Province,Region IV-B, people
2274,Magnitude of Subsistence Poor Population,2015,Occidental Mindoro,116050.0,Province,Region IV-B, people
2275,Annual Per Capita Poverty Threshold (in Pesos),1991,Oriental Mindoro,,Province,Region IV-B, PHP
2276,Annual Per Capita Poverty Threshold (in Pesos),2006,Oriental Mindoro,13396.0,Province,Region IV-B, PHP
2277,Annual Per Capita Poverty Threshold (in Pesos),2009,Oriental Mindoro,16710.0,Province,Region IV-B, PHP
2278,Annual Per Capita Poverty Threshold (in Pesos),2012,Oriental Mindoro,17415.0,Province,Region IV-B, PHP
2279,Annual Per Capita Poverty Threshold (in Pesos),2015,Oriental Mindoro,20410.0,Province,Region IV-B, PHP
2280,Poverty Incidence among Families (%),1991,Oriental Mindoro,,Province,Region IV-B,%
2281,Poverty Incidence among Families (%),2006,Oriental Mindoro,35.7,Province,Region IV-B,%
2282,Poverty Incidence among Families (%),2009,Oriental Mindoro,28.8,Province,Region IV-B,%
2283,Poverty Incidence among Families (%),2012,Oriental Mindoro,21.5,Province,Region IV-B,%
2284,Poverty Incidence among Families (%),2015,Oriental Mindoro,15.0,Province,Region IV-B,%
2285,Magnitude of Poor Families,1991,Oriental Mindoro,,Province,Region IV-B, families
2286,Magnitude of Poor Families,2006,Oriental Mindoro,56043.0,Province,Region IV-B, families
2287,Magnitude of Poor Families,2009,Oriental Mindoro,48741.0,Province,Region IV-B, families
2288,Magnitude of Poor Families,2012,Oriental Mindoro,39272.0,Province,Region IV-B, families
2289,Magnitude of Poor Families,2015,Oriental Mindoro,29061.0,Province,Region IV-B, families
2290,Poverty Incidence among Population (%),1991,Oriental Mindoro,,Province,Region IV-B,%
2291,Poverty Incidence among Population (%),2006,Oriental Mindoro,43.7,Province,Region IV-B,%
2292,Poverty Incidence among Population (%),2009,Oriental Mindoro,36.1,Province,Region IV-B,%
2293,Poverty Incidence among Population (%),2012,Oriental Mindoro,29.3,Province,Region IV-B,%
2294,Poverty Incidence among Population (%),2015,Oriental Mindoro,21.6,Province,Region IV-B,%
2295,Magnitude of Poor Population,1991,Oriental Mindoro,,Province,Region IV-B, people
2296,Magnitude of Poor Population,2006,Oriental Mindoro,328847.0,Province,Region IV-B, people
2297,Magnitude of Poor Population,2009,Oriental Mindoro,280088.0,Province,Region IV-B, people
2298,Magnitude of Poor Population,2012,Oriental Mindoro,238372.0,Province,Region IV-B, people
2299,Magnitude of Poor Population,2015,Oriental Mindoro,180670.0,Province,Region IV-B, people
2300,Subsistence Incidence among Population (%),1991,Oriental Mindoro,,Province,Region IV-B,%
2301,Subsistence Incidence among Population (%),2006,Oriental Mindoro,22.0,Province,Region IV-B,%
2302,Subsistence Incidence among Population (%),2009,Oriental Mindoro,14.1,Province,Region IV-B,%
2303,Subsistence Incidence among Population (%),2012,Oriental Mindoro,11.6,Province,Region IV-B,%
2304,Subsistence Incidence among Population (%),2015,Oriental Mindoro,9.8,Province,Region IV-B,%
2305,Magnitude of Subsistence Poor Population,1991,Oriental Mindoro,,Province,Region IV-B, people
2306,Magnitude of Subsistence Poor Population,2006,Oriental Mindoro,165913.0,Province,Region IV-B, people
2307,Magnitude of Subsistence Poor Population,2009,Oriental Mindoro,109601.0,Province,Region IV-B, people
2308,Magnitude of Subsistence Poor Population,2012,Oriental Mindoro,94267.0,Province,Region IV-B, people
2309,Magnitude of Subsistence Poor Population,2015,Oriental Mindoro,81963.0,Province,Region IV-B, people
2310,Annual Per Capita Poverty Threshold (in Pesos),1991,PHILIPPINES,5949.0,Country,Philippines, PHP
2311,Annual Per Capita Poverty Threshold (in Pesos),2006,PHILIPPINES,13357.0,Country,Philippines, PHP
2312,Annual Per Capita Poverty Threshold (in Pesos),2009,PHILIPPINES,16871.0,Country,Philippines, PHP
2313,Annual Per Capita Poverty Threshold (in Pesos),2012,PHILIPPINES,18935.0,Country,Philippines, PHP
2314,Annual Per Capita Poverty Threshold (in Pesos),2015,PHILIPPINES,21753.0,Country,Philippines, PHP
2315,Poverty Incidence among Families (%),1991,PHILIPPINES,29.7,Country,Philippines,%
2316,Poverty Incidence among Families (%),2006,PHILIPPINES,21.0,Country,Philippines,%
2317,Poverty Incidence among Families (%),2009,PHILIPPINES,20.5,Country,Philippines,%
2318,Poverty Incidence among Families (%),2012,PHILIPPINES,19.7,Country,Philippines,%
2319,Poverty Incidence among Families (%),2015,PHILIPPINES,16.5,Country,Philippines,%
2320,Magnitude of Poor Families,1991,PHILIPPINES,3554878.0,Country,Philippines, families
2321,Magnitude of Poor Families,2006,PHILIPPINES,3809283.0,Country,Philippines, families
2322,Magnitude of Poor Families,2009,PHILIPPINES,4036915.0,Country,Philippines, families
2323,Magnitude of Poor Families,2012,PHILIPPINES,4214921.0,Country,Philippines, families
2324,Magnitude of Poor Families,2015,PHILIPPINES,3746513.0,Country,Philippines, families
2325,Poverty Incidence among Population (%),1991,PHILIPPINES,34.4,Country,Philippines,%
2326,Poverty Incidence among Population (%),2006,PHILIPPINES,26.6,Country,Philippines,%
2327,Poverty Incidence among Population (%),2009,PHILIPPINES,26.3,Country,Philippines,%
2328,Poverty Incidence among Population (%),2012,PHILIPPINES,25.2,Country,Philippines,%
2329,Poverty Incidence among Population (%),2015,PHILIPPINES,21.6,Country,Philippines,%
2330,Magnitude of Poor Population,1991,PHILIPPINES,21749656.0,Country,Philippines, people
2331,Magnitude of Poor Population,2006,PHILIPPINES,22643980.0,Country,Philippines, people
2332,Magnitude of Poor Population,2009,PHILIPPINES,23300444.0,Country,Philippines, people
2333,Magnitude of Poor Population,2012,PHILIPPINES,23745895.0,Country,Philippines, people
2334,Magnitude of Poor Population,2015,PHILIPPINES,21927009.0,Country,Philippines, people
2335,Subsistence Incidence among Population (%),1991,PHILIPPINES,17.6,Country,Philippines,%
2336,Subsistence Incidence among Population (%),2006,PHILIPPINES,12.0,Country,Philippines,%
2337,Subsistence Incidence among Population (%),2009,PHILIPPINES,10.9,Country,Philippines,%
2338,Subsistence Incidence among Population (%),2012,PHILIPPINES,10.4,Country,Philippines,%
2339,Subsistence Incidence among Population (%),2015,PHILIPPINES,8.1,Country,Philippines,%
2340,Magnitude of Subsistence Poor Population,1991,PHILIPPINES,11101428.0,Country,Philippines, people
2341,Magnitude of Subsistence Poor Population,2006,PHILIPPINES,10233304.0,Country,Philippines, people
2342,Magnitude of Subsistence Poor Population,2009,PHILIPPINES,9703209.0,Country,Philippines, people
2343,Magnitude of Subsistence Poor Population,2012,PHILIPPINES,9811086.0,Country,Philippines, people
2344,Magnitude of Subsistence Poor Population,2015,PHILIPPINES,8225722.0,Country,Philippines, people
2345,Annual Per Capita Poverty Threshold (in Pesos),1991,Palawan,,Province,Region IV-B, PHP
2346,Annual Per Capita Poverty Threshold (in Pesos),2006,Palawan,11521.0,Province,Region IV-B, PHP
2347,Annual Per Capita Poverty Threshold (in Pesos),2009,Palawan,14418.0,Province,Region IV-B, PHP
2348,Annual Per Capita Poverty Threshold (in Pesos),2012,Palawan,16696.0,Province,Region IV-B, PHP
2349,Annual Per Capita Poverty Threshold (in Pesos),2015,Palawan,19435.0,Province,Region IV-B, PHP
2350,Poverty Incidence among Families (%),1991,Palawan,,Province,Region IV-B,%
2351,Poverty Incidence among Families (%),2006,Palawan,28.2,Province,Region IV-B,%
2352,Poverty Incidence among Families (%),2009,Palawan,25.3,Province,Region IV-B,%
2353,Poverty Incidence among Families (%),2012,Palawan,20.5,Province,Region IV-B,%
2354,Poverty Incidence among Families (%),2015,Palawan,11.9,Province,Region IV-B,%
2355,Magnitude of Poor Families,1991,Palawan,,Province,Region IV-B, families
2356,Magnitude of Poor Families,2006,Palawan,53193.0,Province,Region IV-B, families
